Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Hdop,Altitude,UTM_easting,UTM_northing,Zone,Letter
1675698761.1261423,54,57163,57163,GPS1_Frame,42.337180000000004,-71.09030016666667,1.09,20.1,327799.5969461916,4689330.080228333,19,T
1675698762.1251657,55,57164,57164,GPS1_Frame,42.33718233333334,-71.0903005,1.09,20.0,327799.57585390867,4689330.340002285,19,T
1675698763.1265452,56,57165,57165,GPS1_Frame,42.33718466666666,-71.09030083333333,1.09,19.9,327799.55476162594,4689330.599776236,19,T
1675698764.128738,57,57166,57166,GPS1_Frame,42.33718716666667,-71.09030133333334,0.92,19.8,327799.52039359265,4689330.878394781,19,T
1675698765.1291711,58,57167,57167,GPS1_Frame,42.33718916666667,-71.09030183333333,1.09,19.8,327799.4846607541,4689331.101492129,19,T
1675698766.129412,59,57168,57168,GPS1_Frame,42.33719116666666,-71.09030233333333,1.09,19.7,327799.44892791833,4689331.324589479,19,T
1675698767.130896,60,57169,57169,GPS1_Frame,42.33719266666667,-71.09030283333333,0.92,19.5,327799.4118302739,4689331.492165633,19,T
1675698768.1303537,61,57170,57170,GPS1_Frame,42.33719416666666,-71.09030316666667,0.92,19.5,327799.38846332114,4689331.659404264,19,T
1675698769.1299365,62,57171,57171,GPS1_Frame,42.33719516666667,-71.09030366666666,0.92,19.4,327799.3500008725,4689331.771459227,19,T
1675698770.1312325,63,57172,57172,GPS1_Frame,42.33719533333333,-71.09030416666666,0.92,19.4,327799.3092637411,4689331.790978867,19,T
1675698771.1331546,64,57173,57173,GPS1_Frame,42.33719550000001,-71.09030433333334,0.92,19.4,327799.2959879887,4689331.809823457,19,T
1675698772.1326923,65,57174,57174,GPS1_Frame,42.33719599999999,-71.09030483333332,0.92,19.4,327799.2561607315,4689331.866357224,19,T
1675698773.1291282,66,57175,57175,GPS1_Frame,42.33719633333333,-71.09030533333333,0.92,19.4,327799.21587853594,4689331.904383929,19,T
1675698774.1253655,67,57176,57176,GPS1_Frame,42.33719583333333,-71.09030583333333,0.92,19.3,327799.1733216548,4689331.849875312,19,T
1675698775.1328633,68,57177,57177,GPS1_Frame,42.33719550000001,-71.09030633333333,1.09,19.2,327799.13121971255,4689331.813873759,19,T
1675698776.1369183,69,57178,57178,GPS1_Frame,42.33719483333333,-71.09030666666666,1.09,19.0,327799.10193858435,4689331.740520549,19,T
1675698777.1329236,70,57179,57179,GPS1_Frame,42.337194,-71.09030733333334,1.09,19.0,327799.0447411348,4689331.649335329,19,T
1675698778.1331139,71,57180,57180,GPS1_Frame,42.33719316666667,-71.09030733333334,1.09,18.9,327799.04246644734,4689331.556800006,19,T
1675698779.131894,72,57181,57181,GPS1_Frame,42.33719166666666,-71.09030783333333,1.09,18.9,327798.9971799416,4689331.391249,19,T
1675698780.1318333,73,57182,57182,GPS1_Frame,42.3371905,-71.09030800000001,1.09,18.8,327798.98026468605,4689331.262037073,19,T
1675698781.1436977,74,57183,57183,GPS1_Frame,42.33718866666666,-71.09030816666667,1.09,18.7,327798.9615296817,4689331.058796888,19,T
1675698782.1289444,75,57184,57184,GPS1_Frame,42.33718666666667,-71.09030800000001,1.09,18.6,327798.9698011215,4689330.836374588,19,T
1675698783.1291869,76,57185,57185,GPS1_Frame,42.337185,-71.09030783333333,1.09,18.5,327798.97898243956,4689330.650966417,19,T
1675698784.1377082,77,57186,57186,GPS1_Frame,42.33718366666667,-71.09030750000001,1.09,18.5,327799.0028043211,4689330.502234848,19,T
1675698785.1304007,78,57187,57187,GPS1_Frame,42.337182166666665,-71.09030716666666,1.09,18.4,327799.02617127297,4689330.334996216,19,T
1675698786.130864,79,57188,57188,GPS1_Frame,42.337180833333335,-71.090307,1.09,18.3,327799.0362624667,4689330.186602174,19,T
1675698787.1317806,80,57189,57189,GPS1_Frame,42.337179666666664,-71.090307,1.09,18.3,327799.03307790554,4689330.05705272,19,T
1675698788.1325128,81,57190,57190,GPS1_Frame,42.33717766666667,-71.09030733333334,1.09,18.3,327799.00015726755,4689329.835642998,19,T
1675698789.1338754,82,57191,57191,GPS1_Frame,42.337175499999994,-71.09030800000001,1.09,18.3,327798.93932030734,4689329.596401259,19,T
1675698790.1361346,83,57192,57192,GPS1_Frame,42.337173666666665,-71.09030800000001,1.09,18.3,327798.9343159952,4689329.39282355,19,T
1675698791.1353598,84,57193,57193,GPS1_Frame,42.33717166666667,-71.0903085,1.09,18.4,327798.88766466227,4689329.171751353,19,T
1675698792.137129,85,57194,57194,GPS1_Frame,42.33716966666666,-71.09030883333334,1.09,18.5,327798.8547440218,4689328.950341627,19,T
1675698793.1395125,86,57195,57195,GPS1_Frame,42.337167833333325,-71.09030966666666,1.09,18.6,327798.7810862314,4689328.748451546,19,T
1675698794.1364222,87,57196,57196,GPS1_Frame,42.337165999999996,-71.09031033333333,1.09,18.7,327798.7211591288,4689328.54622394,19,T
1675698795.1373508,88,57197,57197,GPS1_Frame,42.337164,-71.09031116666667,1.09,18.7,327798.64704639313,4689328.325826796,19,T
1675698796.1345758,89,57198,57198,GPS1_Frame,42.337162000000006,-71.090312,1.09,18.7,327798.5729336533,4689328.105429652,19,T
1675698797.1389778,90,57199,57199,GPS1_Frame,42.337160499999996,-71.09031266666666,1.09,18.6,327798.51391641935,4689327.940216176,19,T
1675698798.136633,91,57200,57200,GPS1_Frame,42.3371585,-71.09031366666666,1.09,18.6,327798.4260729727,4689327.720156559,19,T
1675698799.1399,92,57201,57201,GPS1_Frame,42.33715683333333,-71.09031466666667,1.09,18.6,327798.3391393963,4689327.537111073,19,T
1675698800.142333,93,57202,57202,GPS1_Frame,42.33715516666666,-71.09031566666665,1.09,18.6,327798.25220582,4689327.354065588,19,T
1675698801.13717,94,57203,57203,GPS1_Frame,42.33715399999999,-71.09031666666667,1.09,18.6,327798.1666370549,4689327.226541297,19,T
1675698802.1391242,95,57204,57204,GPS1_Frame,42.33715283333333,-71.09031750000001,1.09,18.6,327798.09479898546,4689327.09867948,19,T
1675698803.1385515,96,57205,57205,GPS1_Frame,42.33715183333334,-71.09031833333333,1.09,18.6,327798.02341585513,4689326.98932473,19,T
1675698804.1413507,97,57206,57206,GPS1_Frame,42.33715099999999,-71.09031883333334,1.09,18.5,327797.9799490584,4689326.897801988,19,T
1675698805.1466901,98,57207,57207,GPS1_Frame,42.33715050000001,-71.0903195,1.09,18.5,327797.92366144084,4689326.843630905,19,T
1675698806.142697,99,57208,57208,GPS1_Frame,42.33715,-71.09032,1.09,18.4,327797.8811045238,4689326.789122295,19,T
1675698807.1410863,100,57209,57209,GPS1_Frame,42.337149333333336,-71.0903205,1.09,18.5,327797.8380926662,4689326.716106618,19,T
1675698808.1423233,101,57210,57210,GPS1_Frame,42.3371485,-71.09032116666667,1.09,18.4,327797.78089516796,4689326.624921404,19,T
1675698809.1449769,102,57211,57211,GPS1_Frame,42.33714799999999,-71.09032183333333,1.09,18.4,327797.7246075468,4689326.570750322,19,T
1675698810.1498997,103,57212,57212,GPS1_Frame,42.33714733333333,-71.09032233333333,1.09,18.3,327797.68159568426,4689326.497734647,19,T
1675698811.1426392,104,57213,57213,GPS1_Frame,42.33714666666666,-71.0903225,1.09,18.3,327797.6660452228,4689326.424043918,19,T
1675698812.1446185,105,57214,57214,GPS1_Frame,42.33714616666666,-71.090323,1.09,18.3,327797.6234883014,4689326.369535307,19,T
1675698813.1421354,106,57215,57215,GPS1_Frame,42.33714533333333,-71.09032350000001,1.09,18.2,327797.58002149605,4689326.278012569,19,T
1675698814.1388764,107,57216,57216,GPS1_Frame,42.33714450000001,-71.09032383333333,1.09,18.1,327797.5502853944,4689326.1861523045,19,T
1675698815.1405153,108,57217,57217,GPS1_Frame,42.33714366666666,-71.090324,1.09,17.9,327797.5342799884,4689326.093954508,19,T
1675698816.1327584,109,57218,57218,GPS1_Frame,42.33714216666667,-71.09032433333333,0.92,17.9,327797.5027241204,4689325.9280659845,19,T
1675698817.1329768,110,57219,57219,GPS1_Frame,42.33714116666667,-71.09032483333334,1.09,17.9,327797.45880237035,4689325.818036182,19,T
1675698818.126624,111,57220,57220,GPS1_Frame,42.33714,-71.09032516666666,1.09,17.9,327797.4281563816,4689325.689161787,19,T
1675698819.1260278,112,57221,57221,GPS1_Frame,42.33713816666667,-71.0903255,0.92,18.1,327797.3956906281,4689325.486259135,19,T
1675698820.1215448,113,57222,57222,GPS1_Frame,42.33713566666667,-71.09032583333332,0.92,18.4,327797.3614051091,4689325.209328224,19,T
1675698821.1131518,114,57223,57223,GPS1_Frame,42.337134166666665,-71.09032583333332,1.09,18.4,327797.35731064004,4689325.042764643,19,T
1675698822.1119885,115,57224,57224,GPS1_Frame,42.337132833333335,-71.09032566666666,1.09,18.5,327797.36740181514,4689324.894370599,19,T
1675698823.113289,116,57225,57225,GPS1_Frame,42.33713116666666,-71.09032566666666,1.09,18.6,327797.36285240564,4689324.709299954,19,T
1675698824.1092336,117,57226,57226,GPS1_Frame,42.33712933333333,-71.0903255,1.09,18.8,327797.3715787593,4689324.505384716,19,T
